,gender,hispanic,white,black,asian,presapp,age,female,income,educ,ideology_7pt,republican,democrat,independent_other,AMID1,AMID2,AMID4,Amid,mar2,mar4,mar6,banmuslims,restrictmosques,sharia,noweapon,attention,agegroup,weight,mar_short
0,,0.0,1.0,0.0,0.0,1.0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,5.0,0.9166666269302368,5.0,4.0,4.0,1.0,0.75,1.0,0.75,1.0,0.4,1.078121094221727,0.8333334
1,,0.0,1.0,0.0,0.0,1.0,65.0,0.0,0.8,0.4,0.6666666666666666,1.0,0.0,0.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,0.75,0.75,1.0,0.5,1.0,0.8,1.348604088382622,0.5
2,,0.0,1.0,0.0,0.0,0.25,61.0,1.0,0.2,0.2,0.5,0.0,0.0,1.0,5.0,5.0,5.0,1.0,3.0,2.0,3.0,0.5,0.5,0.5,0.5,0.25,0.8,1.173530413035638,0.4166667
3,,0.0,1.0,0.0,0.0,1.0,54.0,1.0,0.8,0.6,0.8333333333333334,1.0,0.0,0.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,0.5,0.5,0.5,0.5,0.0,0.6,1.0476553763291885,0.5
4,,0.0,1.0,0.0,0.0,1.0,35.0,1.0,0.6,0.6,0.5,1.0,0.0,0.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,0.0,0.0,0.75,0.75,1.0,0.2,0.9545943910389045,0.9166666
5,,0.0,1.0,0.0,0.0,0.5,48.0,0.0,0.0,0.2,0.8333333333333334,0.0,0.0,1.0,3.0,3.0,3.0,0.5,3.0,3.0,3.0,0.5,0.5,0.5,0.5,0.25,0.4,2.817226076694823,0.5
6,,0.0,1.0,0.0,0.0,0.0,67.0,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,0.0,5.0,5.0,5.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.8,0.4569060783929695,0.25
7,,0.0,1.0,0.0,0.0,0.75,79.0,0.0,0.4,0.2,0.8333333333333334,1.0,0.0,0.0,5.0,5.0,5.0,1.0,4.0,2.0,2.0,0.75,0.75,1.0,1.0,0.25,1.0,2.7968276189210455,0.4166667
8,,0.0,1.0,0.0,0.0,1.0,42.0,0.0,0.8,1.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.5,3.0,3.0,3.0,0.5,0.5,0.5,0.5,0.75,0.4,1.078121094221727,0.5
9,,0.0,1.0,0.0,0.0,0.0,60.0,1.0,0.2,0.8,0.5,0.0,0.0,1.0,4.0,4.0,4.0,0.75,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.75,0.8,0.5927019205790289,0.3333333
10,,0.0,1.0,0.0,0.0,0.0,66.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,5.0,0.6666666865348816,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.8,0.4569060783929695,0.0
11,,0.0,1.0,0.0,0.0,0.25,56.0,0.0,0.4,0.8,0.5,1.0,0.0,0.0,4.0,4.0,5.0,0.8333333730697632,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.25,0.6,1.5342708845321555,0.25
12,,0.0,1.0,0.0,0.0,0.0,50.0,0.0,0.4,0.8,0.16666666666666666,0.0,1.0,0.0,3.0,3.0,3.0,0.5,2.0,2.0,2.0,0.25,0.25,0.25,0.25,0.75,0.6,1.5342708845321555,0.25
13,,0.0,1.0,0.0,0.0,1.0,40.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4,1.078121094221727,0.0
14,,0.0,1.0,0.0,0.0,0.0,60.0,1.0,0.4,0.6,0.6666666666666666,0.0,0.0,1.0,4.0,4.0,5.0,0.8333333730697632,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.5,0.8,0.6111023362769351,0.3333333
15,,0.0,1.0,0.0,0.0,0.75,64.0,1.0,0.0,0.2,0.8333333333333334,1.0,0.0,0.0,4.0,4.0,4.0,0.75,2.0,5.0,4.0,0.25,0.25,0.5,0.25,0.5,0.8,1.173530413035638,0.6666667
16,,0.0,1.0,0.0,0.0,1.0,60.0,1.0,0.6,0.4,1.0,1.0,0.0,0.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,0.5,1.0,1.0,0.8,0.8936186887156475,0.6666667
17,,0.0,1.0,0.0,0.0,0.75,57.0,1.0,0.6,0.2,0.3333333333333333,0.0,1.0,0.0,4.0,4.0,4.0,0.75,3.0,3.0,3.0,0.5,0.5,0.5,0.5,0.5,0.6,2.0265275349551057,0.5
18,,0.0,1.0,0.0,0.0,0.0,78.0,0.0,0.4,1.0,0.8333333333333334,1.0,0.0,0.0,4.0,5.0,5.0,0.9166666269302368,4.0,1.0,5.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0704117423331847,0.5833333
19,,0.0,1.0,0.0,0.0,0.0,68.0,1.0,0.0,0.2,0.5,0.0,0.0,1.0,4.0,4.0,4.0,0.75,2.0,3.0,3.0,0.5,0.75,0.5,0.75,0.0,0.8,1.173530413035638,0.4166667
20,,0.0,1.0,0.0,0.0,0.25,46.0,0.0,1.0,1.0,0.16666666666666666,0.0,1.0,0.0,5.0,4.0,5.0,0.9166666269302368,4.0,4.0,4.0,0.5,0.5,0.25,0.75,1.0,0.4,1.078121094221727,0.75
21,,0.0,1.0,0.0,0.0,0.75,66.0,1.0,0.6,0.6,0.6666666666666666,0.0,0.0,1.0,4.0,4.0,5.0,0.8333333730697632,2.0,2.0,4.0,0.5,0.5,0.5,0.25,0.5,0.8,0.6111023362769351,0.4166667
22,,0.0,1.0,0.0,0.0,0.0,62.0,0.0,1.0,0.8,0.3333333333333333,0.0,1.0,0.0,4.0,4.0,4.0,0.75,3.0,3.0,3.0,0.75,0.75,0.75,0.75,0.5,0.8,0.890695766315581,0.5
23,,0.0,1.0,0.0,0.0,0.0,42.0,0.0,0.4,0.8,0.0,0.0,1.0,0.0,3.0,3.0,3.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.4,1.4076706424695749,0.0
24,,0.0,1.0,0.0,0.0,0.0,53.0,0.0,0.2,0.2,0.5,0.0,1.0,0.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,0.5,0.5,0.5,0.5,0.25,0.6,3.0725638133551185,0.5
25,,0.0,1.0,0.0,0.0,0.25,53.0,0.0,0.2,1.0,0.3333333333333333,0.0,1.0,0.0,4.0,4.0,4.0,0.75,3.0,3.0,3.0,0.25,0.25,0.5,0.5,0.5,0.6,1.1746229221623,0.5
26,,0.0,1.0,0.0,0.0,0.0,57.0,1.0,0.8,0.0,0.8333333333333334,0.0,0.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,0.75,1.0,1.0,1.0,0.5,0.6,5.0,0.9166666
27,,0.0,1.0,0.0,0.0,0.75,30.0,1.0,0.2,0.6,0.3333333333333333,1.0,0.0,0.0,4.0,4.0,4.0,0.75,3.0,4.0,4.0,0.5,0.5,0.5,0.5,0.25,0.2,0.9545943910389045,0.6666667
28,,0.0,1.0,0.0,0.0,0.0,61.0,1.0,0.4,0.8,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0833333432674408,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8,0.5927019205790289,0.0
29,,0.0,1.0,0.0,0.0,1.0,59.0,0.0,0.8,0.6,1.0,1.0,0.0,0.0,5.0,5.0,5.0,1.0,4.0,4.0,3.0,0.75,1.0,1.0,0.5,1.0,0.6,1.583003392876874,0.6666667
30,,0.0,1.0,0.0,0.0,0.0,66.0,1.0,0.4,0.8,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0.75,1.0,1.0,1.0,0.0,0.0,0.25,0.0,1.0,0.8,0.5927019205790289,0.0
31,,0.0,1.0,0.0,0.0,1.0,67.0,1.0,0.2,0.2,0.5,1.0,0.0,0.0,4.0,5.0,5.0,0.9166666269302368,3.0,2.0,2.0,0.5,0.5,0.5,0.5,1.0,0.8,1.173530413035638,0.3333333
32,,0.0,1.0,0.0,0.0,0.0,38.0,1.0,0.0,0.2,0.5,0.0,0.0,1.0,3.0,3.0,4.0,0.5833333134651184,3.0,3.0,3.0,0.5,0.5,0.5,0.5,0.25,0.2,1.8446922358443707,0.5
33,,0.0,1.0,0.0,0.0,0.25,44.0,1.0,0.6,0.2,0.5,0.0,0.0,1.0,5.0,5.0,5.0,1.0,3.0,2.0,3.0,0.25,0.25,0.5,0.5,0.5,0.4,1.8587310508198263,0.4166667
34,,0.0,1.0,0.0,0.0,0.5,38.0,1.0,0.0,0.2,0.8333333333333334,0.0,0.0,1.0,3.0,3.0,3.0,0.5,3.0,3.0,3.0,0.5,0.5,0.5,0.5,0.0,0.2,1.8446922358443707,0.5
35,,0.0,1.0,0.0,0.0,1.0,52.0,0.0,0.2,0.4,0.8333333333333334,1.0,0.0,0.0,4.0,4.0,5.0,0.8333333730697632,5.0,5.0,2.0,0.75,0.75,1.0,0.75,0.75,0.6,2.331232711647413,0.75
36,,0.0,1.0,0.0,0.0,0.75,71.0,1.0,0.2,0.8,0.5,1.0,0.0,0.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,0.75,0.5,1.0,0.5,0.0,1.0,0.9257882001493398,0.9166666
37,,0.0,1.0,0.0,0.0,1.0,53.0,0.0,0.6,0.2,1.0,1.0,0.0,0.0,5.0,5.0,5.0,1.0,2.0,2.0,3.0,0.75,0.75,1.0,0.0,0.75,0.6,3.0725638133551185,0.3333333
38,,0.0,1.0,0.0,0.0,0.25,41.0,0.0,1.0,1.0,0.16666666666666666,0.0,1.0,0.0,4.0,5.0,5.0,0.9166666269302368,4.0,4.0,4.0,0.75,0.75,0.75,0.75,1.0,0.4,1.078121094221727,0.75
39,,0.0,1.0,0.0,0.0,1.0,51.0,0.0,0.2,0.4,1.0,1.0,0.0,0.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.6,2.331232711647413,1.0
40,,0.0,1.0,0.0,0.0,0.0,70.0,0.0,0.8,0.4,0.3333333333333333,0.0,1.0,0.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,0.0,0.0,0.5,0.5,0.75,1.0,2.122493771257226,0.25
41,,0.0,1.0,0.0,0.0,0.75,46.0,0.0,0.0,0.2,0.5,0.0,0.0,1.0,5.0,5.0,5.0,1.0,3.0,2.0,3.0,0.5,0.5,0.25,0.25,0.75,0.4,2.817226076694823,0.4166667
42,,0.0,1.0,0.0,0.0,1.0,66.0,1.0,0.4,0.4,0.8333333333333334,1.0,0.0,0.0,5.0,5.0,5.0,1.0,4.0,4.0,3.0,1.0,0.75,1.0,1.0,0.75,0.8,0.8936186887156475,0.6666667
43,,0.0,1.0,0.0,0.0,0.25,50.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,3.0,2.0,4.0,0.5,3.0,2.0,4.0,0.5,0.75,0.5,0.75,0.75,0.6,1.1746229221623,0.5
44,,0.0,1.0,0.0,0.0,0.0,55.0,1.0,0.6,0.8,0.6666666666666666,1.0,0.0,0.0,4.0,4.0,5.0,0.8333333730697632,2.0,1.0,3.0,0.0,0.0,0.25,0.75,0.75,0.6,1.0156305621740607,0.25
45,,0.0,1.0,0.0,0.0,0.0,74.0,1.0,0.8,1.0,0.16666666666666666,0.0,1.0,0.0,4.0,4.0,4.0,0.75,3.0,1.0,3.0,0.0,0.0,0.25,0.25,1.0,1.0,0.710803182512019,0.3333333
46,,0.0,1.0,0.0,0.0,0.0,68.0,1.0,0.4,0.2,0.5,0.0,0.0,1.0,4.0,4.0,5.0,0.8333333730697632,2.0,1.0,1.0,0.25,0.25,0.5,0.25,0.25,0.8,1.173530413035638,0.08333334
47,,0.0,1.0,0.0,0.0,0.0,53.0,1.0,0.0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.1666666567325592,1.0,1.0,1.0,0.25,0.0,0.25,0.0,0.25,0.6,1.5393580547455246,0.0
48,,0.0,1.0,0.0,0.0,0.25,63.0,1.0,0.0,0.2,0.5,0.0,0.0,1.0,3.0,3.0,4.0,0.5833333134651184,3.0,3.0,4.0,0.5,0.5,0.5,0.5,0.75,0.8,1.173530413035638,0.5833333
49,,0.0,1.0,0.0,0.0,1.0,84.0,1.0,0.0,0.2,1.0,1.0,0.0,0.0,5.0,5.0,5.0,1.0,5.0,4.0,4.0,0.5,1.0,1.0,0.75,1.0,1.0,1.8453261011990192,0.8333334
50,,0.0,1.0,0.0,0.0,0.0,61.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.8,3.7756950892731753,0.3333333
51,,0.0,1.0,0.0,0.0,1.0,36.0,0.0,0.8,0.8,0.0,0.0,1.0,0.0,2.0,3.0,4.0,0.5,2.0,3.0,3.0,0.5,0.25,0.75,0.0,0.75,0.2,1.3970785410717206,0.4166667
52,,0.0,1.0,0.0,0.0,0.0,67.0,1.0,0.4,0.2,0.16666666666666666,0.0,1.0,0.0,5.0,5.0,5.0,1.0,2.0,1.0,5.0,0.5,0.0,0.75,0.25,1.0,0.8,1.173530413035638,0.4166667
53,,0.0,1.0,0.0,0.0,0.0,23.0,1.0,1.0,0.8,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,1.3217565734388197,0.0
54,,0.0,1.0,0.0,0.0,0.75,82.0,0.0,0.4,0.4,0.6666666666666666,1.0,0.0,0.0,5.0,5.0,5.0,1.0,4.0,3.0,3.0,0.75,0.5,1.0,0.25,0.75,1.0,2.122493771257226,0.5833333
55,,0.0,1.0,0.0,0.0,0.0,69.0,1.0,0.2,0.2,0.5,0.0,1.0,0.0,4.0,5.0,5.0,0.9166666269302368,1.0,1.0,1.0,0.25,0.0,0.25,0.25,0.5,0.8,1.173530413035638,0.0
56,,0.0,1.0,0.0,0.0,0.75,65.0,1.0,0.4,1.0,0.8333333333333334,1.0,0.0,0.0,3.0,4.0,5.0,0.75,4.0,3.0,3.0,0.75,0.75,0.5,0.75,0.25,0.8,0.4569060783929695,0.5833333
57,,0.0,1.0,0.0,0.0,0.75,50.0,0.0,0.8,1.0,0.8333333333333334,0.0,1.0,0.0,4.0,4.0,4.0,0.75,4.0,4.0,3.0,0.5,0.75,0.75,0.75,0.75,0.6,1.1746229221623,0.6666667
58,,0.0,1.0,0.0,0.0,0.25,37.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0.75,4.0,4.0,5.0,0.75,0.75,0.75,0.75,1.0,0.2,1.0700471985484503,0.8333334
59,,0.0,1.0,0.0,0.0,0.0,68.0,0.0,0.6,0.2,0.5,0.0,0.0,1.0,4.0,4.0,4.0,0.75,2.0,2.0,3.0,0.25,0.25,0.0,0.0,1.0,0.8,1.7745488065980821,0.3333333
60,,0.0,1.0,0.0,0.0,0.5,58.0,0.0,0.8,0.8,0.6666666666666666,1.0,0.0,0.0,4.0,3.0,4.0,0.6666666865348816,4.0,2.0,2.0,0.5,1.0,0.25,0.5,0.75,0.6,1.5342708845321555,0.4166667
61,,0.0,1.0,0.0,0.0,1.0,72.0,0.0,0.6,0.4,0.5,0.0,0.0,1.0,4.0,5.0,5.0,0.9166666269302368,4.0,3.0,3.0,0.5,0.0,0.5,0.0,0.25,1.0,2.122493771257226,0.5833333
62,,0.0,1.0,0.0,0.0,0.0,71.0,0.0,0.6,0.8,0.5,1.0,0.0,0.0,4.0,4.0,3.0,0.6666666865348816,4.0,3.0,3.0,1.0,0.5,1.0,0.75,0.5,1.0,1.3975567841514087,0.5833333
63,,0.0,1.0,0.0,0.0,0.0,67.0,0.0,0.0,0.6,0.3333333333333333,0.0,1.0,0.0,4.0,3.0,3.0,0.5833333134651184,2.0,2.0,4.0,0.25,0.25,0.5,0.25,1.0,0.8,0.918695879203071,0.4166667
64,,0.0,1.0,0.0,0.0,0.75,41.0,0.0,0.4,1.0,0.5,1.0,0.0,0.0,1.0,3.0,3.0,0.3333333134651184,1.0,3.0,3.0,0.0,0.0,0.25,0.0,0.75,0.4,1.078121094221727,0.3333333
65,,0.0,1.0,0.0,0.0,0.0,71.0,1.0,0.4,0.6,0.3333333333333333,0.0,1.0,0.0,5.0,5.0,4.0,0.9166666269302368,4.0,3.0,2.0,0.25,0.75,0.5,0.25,1.0,1.0,0.9549187952372832,0.5
66,,0.0,1.0,0.0,0.0,1.0,64.0,0.0,0.4,0.8,1.0,1.0,0.0,0.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,0.5,0.75,0.5,0.75,0.75,0.8,0.890695766315581,0.75
67,,0.0,1.0,0.0,0.0,0.0,55.0,1.0,0.2,0.6,0.6666666666666666,0.0,1.0,0.0,4.0,4.0,4.0,0.75,2.0,2.0,2.0,0.25,0.25,0.5,0.5,1.0,0.6,1.0476553763291885,0.25
68,,0.0,1.0,0.0,0.0,1.0,55.0,0.0,0.4,0.6,0.5,1.0,0.0,0.0,4.0,5.0,5.0,0.9166666269302368,4.0,3.0,3.0,0.5,0.5,0.5,0.5,1.0,0.6,1.583003392876874,0.5833333
69,,0.0,1.0,0.0,0.0,0.75,69.0,1.0,1.0,0.8,0.5,1.0,0.0,0.0,5.0,5.0,5.0,1.0,2.0,1.0,2.0,0.5,0.5,0.75,0.5,1.0,0.8,0.5927019205790289,0.16666666
70,,0.0,1.0,0.0,0.0,0.75,60.0,0.0,0.4,0.2,0.8333333333333334,1.0,0.0,0.0,5.0,5.0,5.0,1.0,5.0,4.0,4.0,0.75,0.75,1.0,1.0,0.25,0.8,1.7745488065980821,0.8333334
71,,0.0,1.0,0.0,0.0,0.0,60.0,1.0,0.0,0.6,0.5,1.0,0.0,0.0,5.0,5.0,5.0,1.0,4.0,2.0,1.0,0.25,0.75,0.75,0.25,0.75,0.8,0.6111023362769351,0.3333333
72,,0.0,1.0,0.0,0.0,0.0,63.0,1.0,0.6,0.8,0.16666666666666666,0.0,1.0,0.0,4.0,4.0,5.0,0.8333333730697632,2.0,2.0,2.0,0.25,0.25,0.5,0.5,0.75,0.8,0.5927019205790289,0.25
73,,0.0,1.0,0.0,0.0,0.0,67.0,0.0,0.6,1.0,0.16666666666666666,0.0,1.0,0.0,5.0,5.0,4.0,0.9166666269302368,1.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.8,0.6840537548911191,0.0
74,,0.0,1.0,0.0,0.0,0.0,53.0,1.0,0.4,0.8,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.75,0.6,1.0156305621740607,0.0
75,,0.0,1.0,0.0,0.0,1.0,38.0,0.0,1.0,1.0,0.16666666666666666,1.0,0.0,0.0,3.0,4.0,4.0,0.6666666865348816,4.0,4.0,3.0,0.5,0.5,0.5,0.75,0.75,0.2,1.0700471985484503,0.6666667
76,,0.0,1.0,0.0,0.0,0.25,77.0,1.0,0.4,0.8,0.5,1.0,0.0,0.0,5.0,5.0,5.0,1.0,4.0,3.0,2.0,0.5,0.5,1.0,0.75,1.0,1.0,0.9257882001493398,0.5
77,,0.0,1.0,0.0,0.0,0.5,69.0,0.0,0.4,0.2,0.5,0.0,1.0,0.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,0.5,0.5,0.5,0.5,0.75,0.8,1.7745488065980821,0.5
78,,0.0,1.0,0.0,0.0,1.0,45.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,4.0,4.0,4.0,0.75,4.0,4.0,4.0,0.5,0.5,0.75,0.5,1.0,0.4,1.078121094221727,0.75
79,,0.0,1.0,0.0,0.0,1.0,69.0,0.0,0.6,0.6,0.8333333333333334,1.0,0.0,0.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,1.0,0.75,0.75,0.75,1.0,0.8,0.918695879203071,0.9166666
80,,0.0,1.0,0.0,0.0,0.25,34.0,0.0,0.8,0.8,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0.75,2.0,2.0,2.0,0.5,0.25,0.25,0.75,0.75,0.2,1.3970785410717206,0.25
81,,0.0,1.0,0.0,0.0,0.75,67.0,1.0,0.0,0.2,0.6666666666666666,0.0,0.0,1.0,3.0,3.0,5.0,0.6666666865348816,3.0,3.0,3.0,0.5,0.25,0.5,0.5,0.75,0.8,1.173530413035638,0.5
82,,0.0,1.0,0.0,0.0,1.0,59.0,1.0,0.4,0.6,0.8333333333333334,1.0,0.0,0.0,4.0,5.0,5.0,0.9166666269302368,2.0,4.0,4.0,0.75,0.75,0.75,0.75,1.0,0.6,1.0476553763291885,0.5833333
83,,0.0,1.0,0.0,0.0,1.0,68.0,1.0,0.2,0.6,1.0,1.0,0.0,0.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,0.0,1.0,1.0,0.8,0.6111023362769351,1.0
84,,0.0,1.0,0.0,0.0,0.5,45.0,0.0,1.0,0.8,0.16666666666666666,0.0,0.0,1.0,4.0,4.0,4.0,0.75,4.0,4.0,3.0,0.75,0.5,0.5,0.5,1.0,0.4,1.4076706424695749,0.6666667
85,,0.0,1.0,0.0,0.0,0.25,72.0,1.0,0.6,0.2,1.0,1.0,0.0,0.0,5.0,5.0,5.0,1.0,4.0,3.0,2.0,0.5,0.25,1.0,0.75,1.0,1.0,1.8453261011990192,0.5
86,,0.0,1.0,0.0,0.0,0.25,60.0,1.0,0.2,0.4,0.6666666666666666,1.0,0.0,0.0,4.0,4.0,5.0,0.8333333730697632,1.0,1.0,1.0,0.0,0.0,0.5,0.25,0.75,0.8,0.8936186887156475,0.0
87,,0.0,1.0,0.0,0.0,0.0,56.0,1.0,0.2,0.8,0.5,0.0,1.0,0.0,5.0,5.0,5.0,1.0,3.0,2.0,3.0,0.5,0.5,0.5,0.5,0.25,0.6,1.0156305621740607,0.4166667
88,,0.0,1.0,0.0,0.0,0.0,50.0,1.0,0.6,0.2,0.5,1.0,0.0,0.0,4.0,4.0,4.0,0.75,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.6,2.0265275349551057,0.25
89,,0.0,1.0,0.0,0.0,0.0,37.0,1.0,0.0,0.2,0.16666666666666666,0.0,0.0,1.0,3.0,3.0,3.0,0.5,4.0,2.0,2.0,0.75,0.25,0.5,0.25,0.0,0.2,1.8446922358443707,0.4166667
90,,0.0,1.0,0.0,0.0,0.0,69.0,1.0,0.8,0.8,0.5,0.0,1.0,0.0,5.0,5.0,5.0,1.0,3.0,2.0,3.0,0.25,0.25,0.5,0.25,0.75,0.8,0.5927019205790289,0.4166667
91,,0.0,1.0,0.0,0.0,0.25,56.0,0.0,0.8,0.4,0.8333333333333334,1.0,0.0,0.0,4.0,4.0,5.0,0.8333333730697632,3.0,1.0,1.0,0.0,0.0,0.5,0.0,0.25,0.6,2.331232711647413,0.16666666
92,,0.0,1.0,0.0,0.0,1.0,51.0,0.0,0.0,1.0,0.16666666666666666,1.0,0.0,0.0,5.0,4.0,4.0,0.8333333730697632,5.0,5.0,4.0,0.75,1.0,0.75,1.0,1.0,0.6,1.1746229221623,0.9166666
93,,0.0,1.0,0.0,0.0,0.0,65.0,1.0,0.6,0.8,0.16666666666666666,0.0,0.0,1.0,4.0,4.0,4.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.8,0.5927019205790289,0.0
94,,0.0,1.0,0.0,0.0,0.75,68.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.25,0.0,1.0,0.0,1.0,0.8,0.6840537548911191,0.0
95,,0.0,1.0,0.0,0.0,1.0,35.0,0.0,1.0,1.0,0.8333333333333334,1.0,0.0,0.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0700471985484503,1.0
96,,0.0,1.0,0.0,0.0,0.0,55.0,1.0,0.8,0.2,0.5,0.0,1.0,0.0,5.0,5.0,5.0,1.0,3.0,3.0,4.0,0.5,0.5,0.5,0.5,1.0,0.6,2.0265275349551057,0.5833333
97,,0.0,1.0,0.0,0.0,1.0,37.0,1.0,0.2,0.6,0.5,0.0,0.0,1.0,4.0,4.0,5.0,0.8333333730697632,2.0,1.0,1.0,0.25,0.25,1.0,0.25,1.0,0.2,0.9545943910389045,0.08333334
98,,0.0,1.0,0.0,0.0,0.0,62.0,1.0,0.6,0.6,0.3333333333333333,0.0,1.0,0.0,5.0,5.0,5.0,1.0,3.0,3.0,2.0,0.0,0.0,0.5,0.0,0.75,0.8,0.6111023362769351,0.4166667
99,,0.0,1.0,0.0,0.0,0.25,62.0,1.0,0.6,0.8,0.0,0.0,1.0,0.0,4.0,4.0,5.0,0.8333333730697632,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.8,0.5927019205790289,0.0
100,,0.0,1.0,0.0,0.0,1.0,65.0,0.0,0.2,0.4,0.8333333333333334,1.0,0.0,0.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.8,1.348604088382622,0.0
101,,0.0,1.0,0.0,0.0,0.75,42.0,0.0,1.0,1.0,0.16666666666666666,0.0,1.0,0.0,5.0,4.0,5.0,0.9166666269302368,5.0,4.0,5.0,1.0,0.75,0.75,0.75,0.25,0.4,1.078121094221727,0.9166666
102,,0.0,1.0,0.0,0.0,0.5,74.0,0.0,0.2,0.2,0.5,0.0,0.0,1.0,4.0,4.0,4.0,0.75,4.0,4.0,3.0,0.5,0.5,0.5,0.5,0.75,1.0,2.7968276189210455,0.6666667
103,,0.0,1.0,0.0,0.0,0.75,38.0,0.0,0.8,1.0,0.16666666666666666,0.0,1.0,0.0,4.0,5.0,5.0,0.9166666269302368,4.0,4.0,4.0,0.75,0.75,1.0,0.75,0.75,0.2,1.0700471985484503,0.75
104,,0.0,1.0,0.0,0.0,1.0,42.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,0.75,0.75,1.0,1.0,0.75,0.4,1.078121094221727,1.0
105,,0.0,1.0,0.0,0.0,0.75,44.0,1.0,0.4,1.0,0.6666666666666666,1.0,0.0,0.0,5.0,5.0,5.0,1.0,4.0,3.0,2.0,0.75,0.5,0.25,0.75,0.25,0.4,0.7158694220690025,0.5
106,,0.0,1.0,0.0,0.0,0.25,38.0,1.0,0.0,0.4,0.3333333333333333,0.0,1.0,0.0,3.0,3.0,3.0,0.5,3.0,3.0,3.0,0.5,0.5,0.5,0.5,0.0,0.2,1.40170435375132,0.5
107,,0.0,1.0,0.0,0.0,0.0,64.0,1.0,0.4,0.4,0.5,0.0,1.0,0.0,4.0,4.0,5.0,0.8333333730697632,4.0,3.0,3.0,0.5,0.5,0.5,0.5,0.0,0.8,0.8936186887156475,0.5833333
108,,0.0,1.0,0.0,0.0,0.0,70.0,1.0,0.4,0.4,0.5,0.0,1.0,0.0,4.0,4.0,3.0,0.6666666865348816,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.402184205091661,0.0
109,,0.0,1.0,0.0,0.0,0.75,58.0,1.0,0.2,0.8,0.8333333333333334,1.0,0.0,0.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,0.5,0.5,0.5,0.5,0.25,0.6,1.0156305621740607,0.5
110,,0.0,1.0,0.0,0.0,1.0,70.0,1.0,0.2,0.8,1.0,1.0,0.0,0.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9257882001493398,0.8333334
