,age,gender,presapp,female,male,white,black,hispanic,asian,otherrace,income,educ,democrat,republican,independent_other,ideology_7pt,AMID1,AMID2,AMID4,AMID5,Amid,mar2,mar4,mar6,banmuslims,patrol,noweapon,sharia,restrictmosques,attention,agegroup,weight,mar_short
0,31.0,2.0,0.3333333432674408,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,2.0,3.0,3.0,0.3125,4.0,4.0,4.0,0.75,0.0,0.5,0.75,0.0,1.0,0.2,3.9366362400140447,0.75
1,40.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,4.0,2.0,0.6875,4.0,4.0,4.0,0.75,1.0,0.75,0.5,1.0,1.0,0.4,1.1974007678917065,0.75
2,30.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8,1.0,0.0,0.0,0.0,5.0,4.0,4.0,2.0,0.6875,5.0,5.0,4.0,1.0,0.75,1.0,0.75,0.75,1.0,0.2,0.6198155211008894,0.9166666
3,34.0,2.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.5,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.6252518524502932,1.0
4,49.0,2.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.0,0.5,3.0,3.0,3.0,3.0,0.5,3.0,3.0,3.0,0.5,0.5,0.5,0.5,0.5,0.25,0.4,0.6772468857874931,0.5
5,71.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.4,1.0,0.0,0.0,0.16666666666666666,4.0,4.0,4.0,3.0,0.6875,3.0,1.0,1.0,0.0,0.25,0.0,0.0,0.0,0.75,1.0,1.1388805252409209,0.16666666
6,58.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.0,0.8333333333333334,4.0,3.0,5.0,4.0,0.75,4.0,3.0,2.0,0.5,0.5,0.5,0.75,0.5,0.5,0.6,0.9122920623961632,0.5
7,24.0,2.0,0.6666666865348816,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,1.0,0.0,0.0,0.16666666666666666,5.0,5.0,5.0,5.0,1.0,3.0,5.0,4.0,1.0,0.5,0.5,0.25,0.75,1.0,0.0,1.0205238294919672,0.75
8,87.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.8,1.0,0.0,0.0,0.16666666666666666,4.0,4.0,4.0,2.0,0.625,2.0,2.0,2.0,0.25,0.25,0.75,0.25,0.25,1.0,1.0,1.3680920750475025,0.25
9,20.0,2.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.5,3.0,4.0,2.0,3.0,0.5,4.0,3.0,2.0,0.75,0.5,0.5,1.0,0.5,0.5,0.0,1.0205238294919672,0.5
10,70.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,1.0,0.0,0.8333333333333334,4.0,3.0,5.0,5.0,0.8125,4.0,3.0,2.0,0.0,0.25,0.25,0.75,0.25,1.0,1.0,2.1068715577506643,0.5
11,33.0,2.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.3333333333333333,3.0,3.0,3.0,3.0,0.5,3.0,3.0,3.0,0.5,0.5,0.5,0.5,0.5,0.5,0.2,1.117432304502997,0.5
12,26.0,2.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,1.0,0.16666666666666666,5.0,5.0,5.0,1.0,0.75,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5710556925518275,1.0
13,32.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2,1.0,0.0,0.0,0.6666666666666666,3.0,3.0,3.0,3.0,0.5,3.0,3.0,3.0,0.5,0.5,0.5,0.5,0.5,0.25,0.2,1.1974266466183248,0.5
14,23.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.5,4.0,3.0,2.0,0.75,0.25,0.5,0.75,0.5,0.5,0.0,0.471320495356566,0.5
15,66.0,1.0,0.8333333134651184,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,1.0,0.0,0.8333333333333334,5.0,5.0,5.0,4.0,0.9375,4.0,3.0,5.0,0.75,1.0,0.75,0.25,0.75,0.75,0.8,0.5813832119287727,0.75
16,35.0,2.0,0.1666666716337204,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.3333333333333333,5.0,5.0,5.0,5.0,1.0,3.0,4.0,2.0,0.25,0.25,0.5,0.25,0.25,0.25,0.2,1.117432304502997,0.5
17,41.0,1.0,0.8333333134651184,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,0.375,4.0,5.0,3.0,0.5,0.75,0.75,0.5,0.75,0.75,0.4,0.7844638776689163,0.75
18,41.0,1.0,0.3333333432674408,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.3333333333333333,4.0,4.0,2.0,2.0,0.5,4.0,1.0,4.0,0.75,0.5,0.5,0.75,0.5,0.75,0.4,0.7844638776689163,0.5
19,37.0,2.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.4,1.0,0.0,0.0,0.3333333333333333,3.0,3.0,3.0,3.0,0.5,4.0,4.0,3.0,0.25,0.5,0.5,0.5,0.75,0.5,0.2,0.922148087066489,0.6666667
20,38.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.6666666666666666,3.0,3.0,3.0,1.0,0.375,4.0,2.0,3.0,0.25,0.5,0.5,0.5,0.5,1.0,0.2,0.6252518524502932,0.5
21,28.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.5,3.0,2.0,4.0,2.0,0.4375,1.0,1.0,1.0,0.0,0.5,0.5,0.25,0.5,0.5,0.0,2.0108743534390996,0.0
22,39.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.5,1.0,1.0,1.0,5.0,0.25,3.0,3.0,3.0,0.5,0.5,0.5,0.5,0.5,0.0,0.2,0.6252518524502932,0.5
23,41.0,1.0,0.8333333134651184,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0,3.0,5.0,0.75,0.75,1.0,1.0,0.75,0.5,0.4,0.7844638776689163,0.75
24,30.0,2.0,0.3333333432674408,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.5,3.0,3.0,4.0,1.0,0.4375,2.0,3.0,2.0,0.25,0.75,0.25,0.25,0.0,0.25,0.2,0.5160389619096967,0.3333333
25,29.0,2.0,0.8333333134651184,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.5,4.0,4.0,5.0,5.0,0.875,2.0,2.0,4.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.5710556925518275,0.4166667
26,53.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,3.0,1.0,0.5,0.75,1.0,1.0,1.0,0.6,3.473985778564532,0.6666667
27,41.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,1.0,0.0,0.6666666666666666,4.0,4.0,4.0,2.0,0.625,4.0,4.0,4.0,0.75,0.75,0.75,0.75,0.75,1.0,0.4,0.7257084730076832,0.75
28,32.0,2.0,0.3333333432674408,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.6666666666666666,3.0,3.0,5.0,5.0,0.75,2.0,2.0,3.0,0.75,0.25,0.0,1.0,0.0,1.0,0.2,0.6252518524502932,0.3333333
29,61.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.6,1.0,0.0,0.0,0.5,3.0,3.0,3.0,3.0,0.5,3.0,3.0,3.0,0.5,0.5,0.5,0.5,0.5,0.25,0.8,0.5813832119287727,0.5
30,29.0,2.0,0.8333333134651184,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.6,1.0,0.0,0.0,0.8333333333333334,4.0,4.0,1.0,1.0,0.375,5.0,3.0,3.0,0.25,1.0,0.25,0.75,1.0,0.5,0.0,0.6788218290728009,0.6666667
31,29.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.8,1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.1875,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5660911359279003,0.0
32,68.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,4.0,4.0,5.0,4.0,0.8125,4.0,2.0,2.0,0.5,0.75,0.25,0.75,0.25,0.75,0.8,1.334087406911476,0.4166667
33,30.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.6,1.0,0.0,0.0,1.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,0.25,0.75,0.75,0.75,0.5,0.25,0.2,0.7432588510107494,0.25
34,27.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.5,3.0,3.0,4.0,3.0,0.5625,3.0,3.0,4.0,0.5,0.5,0.75,0.5,0.5,0.75,0.0,0.5710556925518275,0.5833333
35,43.0,2.0,0.6666666865348816,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.6666666666666666,4.0,4.0,4.0,4.0,0.75,5.0,2.0,2.0,0.75,0.5,0.75,0.5,0.25,0.25,0.4,0.732074691561098,0.5
36,26.0,2.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,1.0,0.0,0.5,3.0,3.0,4.0,4.0,0.625,4.0,2.0,2.0,0.75,0.5,0.25,0.25,0.25,0.75,0.0,0.5282994245970072,0.4166667
37,37.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,1.0,0.0,0.5,4.0,4.0,5.0,2.0,0.6875,4.0,4.0,4.0,0.75,0.75,0.75,0.75,0.75,0.75,0.2,0.6699887669024239,0.75
38,55.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.16666666666666666,4.0,4.0,4.0,4.0,0.75,2.0,2.0,2.0,0.25,0.25,0.25,0.25,0.25,0.75,0.6,1.0567605392898674,0.25
39,40.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,1.0,0.0,0.0,0.16666666666666666,5.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,0.25,0.5,0.0,0.25,0.25,0.25,0.4,1.3084428567998905,0.25
40,39.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.8,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.1875,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.2,0.5784325174172237,0.0
41,40.0,1.0,0.1666666716337204,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.6666666666666666,5.0,5.0,5.0,1.0,0.75,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.25,1.0,0.4,2.140495174243546,0.0
42,36.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.6,1.0,0.0,0.0,0.0,5.0,5.0,5.0,2.0,0.8125,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.5,0.2,0.44574174484351287,0.08333334
43,41.0,2.0,0.3333333432674408,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.5,5.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,0.5,0.25,0.75,0.25,0.75,0.5,0.4,0.6041808813157284,0.75
44,29.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.2,1.0,0.0,0.0,0.5,3.0,4.0,3.0,3.0,0.5625,3.0,3.0,3.0,0.5,0.5,0.5,0.5,0.5,0.25,0.0,0.5710556925518275,0.5
45,37.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,1.0,0.0,1.0,5.0,5.0,5.0,2.0,0.8125,4.0,4.0,5.0,1.0,1.0,0.75,0.75,1.0,1.0,0.2,0.6198155211008894,0.8333334
46,59.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.6666666666666666,5.0,5.0,5.0,5.0,1.0,4.0,3.0,4.0,1.0,0.75,0.75,0.75,0.5,0.75,0.6,0.9861692478361043,0.6666667
47,33.0,1.0,0.6666666865348816,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,5.0,5.0,5.0,2.0,0.8125,5.0,4.0,4.0,0.5,0.75,0.75,0.75,0.5,0.75,0.2,0.6699887669024239,0.8333334
48,24.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,1.0,0.8333333333333334,1.0,1.0,5.0,1.0,0.25,2.0,1.0,1.0,0.0,0.25,1.0,1.0,0.75,0.25,0.0,1.0935761170551441,0.08333334
49,62.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.4,1.0,0.0,0.0,0.3333333333333333,2.0,3.0,3.0,2.0,0.375,4.0,3.0,2.0,0.25,0.5,1.0,0.5,0.5,0.25,0.8,1.2030039228904028,0.5
50,34.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,1.0,0.5,4.0,4.0,5.0,2.0,0.6875,3.0,2.0,2.0,0.75,0.5,0.75,0.75,0.5,0.75,0.2,0.6252518524502932,0.3333333
51,39.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.16666666666666666,3.0,3.0,3.0,3.0,0.5,4.0,3.0,3.0,1.0,0.5,0.5,0.5,0.5,0.75,0.2,1.1974266466183248,0.5833333
52,44.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,1.0,0.0,0.8333333333333334,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.4,0.7844638776689163,0.6666667
53,42.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.6,0.0,1.0,0.0,1.0,5.0,3.0,3.0,3.0,0.625,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.9325554502719839,1.0
54,18.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.8333333333333334,5.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5710556925518275,0.8333334
55,18.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,1.0,0.0,0.0,0.5,5.0,5.0,5.0,4.0,0.9375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0935761170551441,0.0
56,29.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,1.0,0.5,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.471320495356566,1.0
57,27.0,2.0,0.8333333134651184,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,1.0,1.0,0.0,0.0,0.16666666666666666,4.0,5.0,4.0,1.0,0.625,5.0,3.0,5.0,0.75,0.75,1.0,0.5,0.75,1.0,0.0,0.8715495863236976,0.8333334
58,26.0,2.0,0.8333333134651184,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,1.0,0.0,0.0,4.0,4.0,5.0,4.0,0.8125,4.0,3.0,4.0,1.0,0.75,1.0,0.75,0.75,0.5,0.0,0.471320495356566,0.6666667
59,29.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.16666666666666666,2.0,2.0,2.0,2.0,0.25,2.0,1.0,2.0,0.25,0.25,0.25,0.25,0.25,0.5,0.0,0.5710556925518275,0.16666666
60,29.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.0,1.0,0.0,0.8333333333333334,5.0,5.0,5.0,1.0,0.75,4.0,4.0,5.0,0.75,1.0,1.0,1.0,0.75,0.25,0.0,1.0205238294919672,0.8333334
61,42.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,1.0,0.0,1.0,2.0,4.0,2.0,2.0,0.375,4.0,4.0,4.0,0.75,0.75,0.75,0.75,0.75,1.0,0.4,0.647408373283744,0.75
62,36.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.8,1.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.75,0.2,1.0337143737937828,0.0
63,32.0,2.0,0.6666666865348816,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.6,1.0,0.0,0.0,0.0,5.0,4.0,4.0,2.0,0.6875,4.0,4.0,4.0,0.75,0.75,0.75,0.75,0.75,0.5,0.2,0.7432588510107494,0.75
64,24.0,1.0,0.1666666716337204,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,1.0,0.16666666666666666,5.0,5.0,5.0,2.0,0.8125,3.0,3.0,3.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.9024638119726328,0.5
65,32.0,1.0,0.1666666716337204,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,1.0,0.0,3.0,3.0,3.0,2.0,0.4375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.2,0.6699887669024239,0.0
66,45.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,1.0,0.5,2.0,4.0,3.0,2.0,0.4375,2.0,1.0,1.0,0.0,0.0,0.25,0.0,0.0,0.75,0.4,0.6772468857874931,0.08333334
67,25.0,1.0,0.3333333432674408,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.8,0.0,0.0,1.0,0.5,3.0,2.0,3.0,3.0,0.4375,3.0,2.0,2.0,0.25,0.5,0.75,0.5,0.25,0.5,0.0,1.0116466763425185,0.3333333
68,40.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.8,0.0,0.0,1.0,0.5,4.0,4.0,4.0,4.0,0.75,3.0,3.0,2.0,0.25,0.5,0.5,0.5,0.75,0.25,0.4,0.7257084730076832,0.4166667
69,51.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.8,1.0,0.0,0.0,0.16666666666666666,4.0,4.0,4.0,2.0,0.625,4.0,4.0,4.0,1.0,0.75,1.0,0.75,1.0,1.0,0.6,0.9775911495156304,0.75
70,18.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8,0.2,0.0,0.0,1.0,0.5,3.0,4.0,4.0,4.0,0.6875,3.0,1.0,2.0,0.75,0.5,0.75,0.0,0.0,0.5,0.0,1.0935761170551441,0.25
71,22.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.16666666666666666,2.0,1.0,3.0,2.0,0.25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5710556925518275,0.0
72,41.0,2.0,0.6666666865348816,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,1.0,0.6666666666666666,4.0,4.0,5.0,5.0,0.875,3.0,3.0,2.0,0.0,0.75,0.25,0.5,0.25,0.5,0.4,0.6772468857874931,0.4166667
73,20.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,0.5625,4.0,1.0,4.0,0.75,0.5,0.0,0.25,0.75,1.0,0.0,2.0108743534390996,0.5
74,39.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,1.0,0.5,4.0,4.0,4.0,3.0,0.6875,4.0,3.0,4.0,0.5,0.5,0.5,0.75,0.75,0.75,0.2,0.6198155211008894,0.6666667
75,19.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.4,1.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,0.9375,1.0,1.0,2.0,0.25,0.25,0.0,0.5,0.0,0.75,0.0,0.471320495356566,0.08333334
76,27.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0,0.0,0.0,0.16666666666666666,3.0,3.0,2.0,2.0,0.375,2.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.8715495863236976,0.08333334
77,18.0,2.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,0.4375,5.0,2.0,5.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.8421867317487979,0.75
78,36.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,1.0,0.0,0.8333333333333334,4.0,4.0,4.0,2.0,0.625,5.0,4.0,4.0,1.0,1.0,0.75,0.75,1.0,0.75,0.2,0.41599498082044906,0.8333334
79,28.0,2.0,0.1666666716337204,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.4,1.0,0.0,0.0,0.5,4.0,4.0,3.0,3.0,0.625,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.8421867317487979,0.0
80,48.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.6,1.0,0.0,0.0,0.6666666666666666,5.0,5.0,5.0,5.0,1.0,4.0,1.0,2.0,0.25,0.0,0.0,0.0,0.0,1.0,0.4,0.48702432708220245,0.3333333
81,38.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.4,1.0,0.0,0.0,0.6666666666666666,5.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,1.0,0.25,1.0,1.0,1.0,0.25,0.2,0.922148087066489,0.75
82,30.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2,0.6,0.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.7964492162209174,1.0
83,36.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8,0.8,1.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,2.0,0.0,0.75,0.75,0.75,0.75,1.0,0.2,1.107711568168313,0.6666667
84,18.0,1.0,0.1666666716337204,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,1.0,0.5,4.0,4.0,5.0,5.0,0.875,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6119102561725226,0.16666666
85,19.0,2.0,0.6666666865348816,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,1.0,0.0,0.3333333333333333,5.0,4.0,4.0,3.0,0.75,3.0,4.0,5.0,1.0,1.0,0.75,0.75,0.75,0.25,0.0,0.5710556925518275,0.75
86,24.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.5,4.0,4.0,4.0,5.0,0.8125,5.0,3.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,1.0935761170551441,0.75
87,43.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.2,1.0,0.0,0.0,0.5,1.0,5.0,5.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.75,0.25,0.75,0.75,0.4,0.7844638776689163,0.0
88,39.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,1.0,0.8333333333333334,5.0,5.0,5.0,2.0,0.8125,1.0,3.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,0.2,0.6252518524502932,0.5
89,23.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.5,5.0,3.0,3.0,2.0,0.5625,1.0,3.0,3.0,0.0,0.5,0.5,0.5,0.5,0.75,0.0,0.6788218290728009,0.3333333
90,32.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.6,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.25,2.0,2.0,4.0,0.25,0.75,0.25,0.5,0.25,0.25,0.2,0.41599498082044906,0.4166667
91,31.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.8,1.0,0.0,0.0,0.6666666666666666,5.0,5.0,5.0,4.0,0.9375,3.0,3.0,3.0,0.25,0.25,0.0,0.5,0.0,0.5,0.2,1.0337143737937828,0.5
92,31.0,1.0,0.6666666865348816,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6,0.6,1.0,0.0,0.0,0.3333333333333333,5.0,5.0,5.0,5.0,1.0,4.0,2.0,5.0,1.0,1.0,1.0,0.5,0.25,0.5,0.2,0.7964492162209174,0.6666667
93,33.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.2,1.0,0.0,0.0,0.3333333333333333,3.0,4.0,4.0,3.0,0.625,2.0,1.0,1.0,0.0,0.25,0.0,0.0,0.0,0.75,0.2,0.6699887669024239,0.08333334
94,32.0,2.0,0.1666666716337204,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,5.0,5.0,4.0,2.0,0.75,3.0,3.0,5.0,0.0,1.0,0.5,0.75,0.5,0.25,0.2,2.20189442429915,0.6666667
95,50.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,1.0,0.8333333333333334,5.0,5.0,5.0,5.0,1.0,3.0,2.0,1.0,0.25,0.5,0.75,0.75,0.75,0.75,0.6,0.9122920623961632,0.25
